id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
471f9012-32e3-4cf2-be7c-4f04fbb86835,Amanda Novais,1977-04-27,208.636.450-45,49801713,da Rocha de Gomes,AL,Brasil,M,+55 41 0117 3125,20863645045@exemplo.com.br,2025-12-10
1f45d1f7-4589-42e4-9f3b-19d2213ef2b5,Jade Nunes,1960-12-21,879.795.672-12,66302-578,da Rosa da Prata,AP,Brasil,M,84 4681 3562,87979567212@exemplo.com.br,2024-12-01
7292474e-9ff1-4543-aaca-43923295b266,Melina Rios,1938-11-16,432.391.684-09,85395251,Ramos de Pires,PR,Brasil,M,21 4020-3079,43239168409@exemplo.com.br,2026-01-24
6f01fe5c-730d-4e26-832a-2f256fe46b36,Maria Julia Oliveira,1950-09-28,338.162.404-21,29068012,Gomes,DF,Brasil,M,0800 498 2289,33816240421@exemplo.com.br,2026-01-13
54acb1b8-bc27-4960-a057-01b5463da1f6,Manuella Martins,1952-10-04,266.148.752-28,96109518,Cavalcanti,DF,Brasil,F,(051) 9822 8283,26614875228@exemplo.com.br,2025-03-24
732f8462-d1a4-4b00-82cc-7c0a4a5250bf,Olívia Fonseca,1958-09-13,744.548.476-26,11947292,Pinto,AP,Brasil,F,+55 (071) 8750 8453,74454847626@exemplo.com.br,2025-07-31
5d71ecf4-83cd-4505-a807-345c800428dc,João Pastor,1945-11-09,070.627.969-47,85426-864,Novaes,PB,Brasil,M,71 2905 7662,07062796947@exemplo.com.br,2024-11-25
04cc542f-526c-4862-9401-eeaef018aad6,Maria Aragão,1946-09-13,509.833.337-45,12494571,Pacheco de Lopes,ES,Brasil,M,+55 51 4895 5165,50983333745@exemplo.com.br,2024-08-13
b52d2ea5-393f-4578-a552-17ff13b7b0bb,Clara Viana,1966-05-13,743.449.116-36,07366883,Duarte de Pereira,PB,Brasil,M,+55 71 6113 8975,74344911636@exemplo.com.br,2024-11-13
cdfe4a68-56f6-48a0-a98c-3db9f5e8a333,Enzo Gabriel da Luz,1943-07-22,554.611.845-72,09240217,Barbosa dos Dourados,RS,Brasil,M,(071) 4514 7363,55461184572@exemplo.com.br,2024-09-19
75c76fc7-5ca9-4474-be85-d8786cd88dcb,Lívia Porto,1956-05-06,228.254.370-64,86193-240,da Rosa,RS,Brasil,F,0800-051-3443,22825437064@exemplo.com.br,2025-07-21
fe8d30ed-6f5b-41cc-b548-ea812753e829,Enzo Silveira,1962-03-25,559.917.171-48,17313-859,Gomes,PI,Brasil,M,0900 105 6279,55991717148@exemplo.com.br,2026-03-10
55f9fe34-67ca-4fde-8252-9f331f5f92c6,Hadassa Monteiro,2007-03-18,789.900.479-40,54869800,Sousa,RN,Brasil,M,+55 (051) 1850-9597,78990047940@exemplo.com.br,2024-09-30
9da98146-0161-48e0-bd21-7680dbb82dd6,Caleb Casa Grande,1985-03-24,586.745.624-97,74095152,Abreu,TO,Brasil,F,+55 (041) 3328 0659,58674562497@exemplo.com.br,2025-01-07
1f0fa511-300e-4f8c-821d-0f8ead225f94,Maria Sophia da Paz,1962-03-29,665.787.852-65,58860-133,Rodrigues,MS,Brasil,M,(084) 8031 6183,66578785265@exemplo.com.br,2025-12-31
fde8725d-286a-42dd-b752-9738d2a400d7,Yuri Siqueira,1983-03-11,649.931.747-71,41515160,Rezende,PA,Brasil,M,0500-325-3762,64993174771@exemplo.com.br,2025-05-17
84c5c70a-c509-4e5b-9aa6-6994c54b67da,João Guilherme Sousa,1961-08-11,233.232.983-25,61238-565,Novaes,MG,Brasil,M,+55 51 9762 7783,23323298325@exemplo.com.br,2024-10-20
430a55d9-7228-422c-9807-54b4466b2e0a,Srta. Cecilia Melo,2005-09-01,637.314.509-94,75434-021,da Paz das Pedras,SP,Brasil,F,+55 11 8241 0501,63731450994@exemplo.com.br,2024-11-18
0a8bed8e-97b7-47d6-adef-54e4df8a2500,Emanuella Ramos,2005-11-22,169.684.975-04,06489-334,Caldeira do Amparo,DF,Brasil,F,+55 71 1101 2024,16968497504@exemplo.com.br,2024-11-17
9ec15c4c-8abb-45e9-9999-d9407c360c31,Rafael das Neves,1991-10-21,662.170.606-13,78820-695,Cunha do Sul,AP,Brasil,F,+55 11 6830 5189,66217060613@exemplo.com.br,2024-10-26
2e79a7c8-88d4-4b85-b056-8646806e1041,Thales Machado,1980-02-07,482.568.946-65,31553-734,Sá de Rios,PI,Brasil,M,+55 (084) 1179 5048,48256894665@exemplo.com.br,2025-10-23
18c4dccc-a07d-491e-b15e-d47044d4e69c,Maria Luísa Cavalcante,1993-03-13,628.489.318-95,55087879,Aragão,RN,Brasil,F,+55 (021) 3741-2307,62848931895@exemplo.com.br,2026-03-20
97c4182f-f30e-49d1-a11e-75ea3362a55b,Sofia Machado,1964-02-18,299.564.757-38,99331-300,Cavalcanti Grande,CE,Brasil,M,0800-014-2083,29956475738@exemplo.com.br,2025-12-03
22434dfe-a330-4c32-b6f8-12fa97657c16,Dr. Otávio Albuquerque,1937-07-18,763.737.096-81,92998-116,Vargas,SP,Brasil,F,81 4703 5549,76373709681@exemplo.com.br,2025-09-14
46db6ec2-aceb-4f6b-84ff-60d637363c39,Lucas Pereira,1960-07-06,971.199.511-75,60482366,da Conceição,RJ,Brasil,F,81 5050 9206,97119951175@exemplo.com.br,2025-10-29
e3a6bbeb-7c2a-47f4-89b7-36975efcc9e9,Allana Ferreira,1968-06-23,690.114.341-04,34901850,Monteiro,MG,Brasil,F,+55 81 4553 2021,69011434104@exemplo.com.br,2025-11-02
f4ac05ee-d55c-4bc0-a9f7-146cddf0ebf0,Vinícius Pimenta,1996-03-18,502.745.922-14,27224486,Montenegro do Oeste,MA,Brasil,M,(071) 6489-1434,50274592214@exemplo.com.br,2025-05-29
eb35cf84-35c0-4ced-93db-0145ae680bd9,Thiago Montenegro,1936-01-23,727.723.974-15,68485790,Pereira,SC,Brasil,F,+55 81 5348-1253,72772397415@exemplo.com.br,2025-08-30
c28d3a85-3359-41b7-84a0-f1487689eee3,Dr. João Vitor Moura,2001-05-07,856.800.890-65,51347-557,Moura,PR,Brasil,M,+55 41 9076-5368,85680089065@exemplo.com.br,2025-09-19
597ca104-a5cd-485a-99c2-b57805c559e8,Josué Farias,1972-11-24,594.283.616-94,42912-230,Camargo,ES,Brasil,M,(084) 7779 2431,59428361694@exemplo.com.br,2025-11-17
384e5628-99da-4873-926b-3a1de468e08c,Théo Aparecida,2007-12-08,304.389.514-01,54995-178,Montenegro,MT,Brasil,M,31 4004-4547,30438951401@exemplo.com.br,2026-01-05
eb9a65fd-9fa7-48ed-a2ff-93fbc8294835,Benicio Jesus,1939-09-05,837.855.829-74,11528-416,Correia,PI,Brasil,F,+55 (081) 0591-2049,83785582974@exemplo.com.br,2026-04-24
37149ac7-53ac-4141-8389-30eea9a8b705,Aylla Alves,1986-08-27,396.920.439-82,55128686,Azevedo do Norte,RO,Brasil,F,+55 (021) 0669-2709,39692043982@exemplo.com.br,2025-02-24
59a71444-5908-4c92-9190-07dd1b7066d7,Maria Pastor,1970-11-30,266.000.057-37,09501859,da Rocha de Ribeiro,RJ,Brasil,F,+55 81 9776 4680,26600005737@exemplo.com.br,2026-03-11
c11c2592-bb66-4e72-b181-74e6f271f70c,Gael Henrique Silva,1968-11-23,767.308.727-37,48222-999,Barbosa,AL,Brasil,M,41 3260 6075,76730872737@exemplo.com.br,2024-12-20
80dace8a-58c1-4760-b6e6-777f48891ee3,João Gabriel Araújo,1997-03-09,278.591.721-49,85044553,Rodrigues de Pereira,PI,Brasil,F,21 1137 8539,27859172149@exemplo.com.br,2025-12-20
95302351-58f2-4b7b-a9ac-a1f872c24f5e,Luiza Marques,1991-06-23,410.140.112-22,29124-829,Cavalcante,SE,Brasil,M,+55 (051) 0733 8771,41014011222@exemplo.com.br,2024-11-12
affe94ea-88f0-47d3-8ef9-c5747c70164b,Maria Vitória Viana,1986-01-15,876.935.871-23,69205240,Leão,PA,Brasil,M,71 6089-0655,87693587123@exemplo.com.br,2025-01-01
700e1681-6156-4e44-84c2-0bcd68c20fc7,Ravy da Luz,1987-10-28,383.572.710-82,70877597,Machado,GO,Brasil,F,51 1807 9082,38357271082@exemplo.com.br,2026-04-04
a8a0b34b-0cf7-4687-ba4d-b65884a76c3c,Lara Pereira,2005-02-21,060.300.848-69,77228242,Moura de Garcia,SP,Brasil,F,+55 51 9994 1897,06030084869@exemplo.com.br,2025-12-26
e2157fa3-b641-455b-957f-aa4fd9accd02,Vitor Hugo da Paz,1992-03-14,624.225.963-53,77684-588,Ribeiro,GO,Brasil,M,+55 81 3303 7373,62422596353@exemplo.com.br,2024-11-13
68911e5f-d467-4b53-a2f9-713fdc73e474,Isabela Azevedo,2004-01-27,749.544.786-31,96465053,Guerra,PB,Brasil,M,51 4223 6005,74954478631@exemplo.com.br,2025-09-01
ba52bc06-4278-4e73-9d8d-f233df0ae147,Dr. João Felipe Martins,1982-10-02,382.362.318-19,31332131,Araújo,TO,Brasil,M,+55 31 9514-5587,38236231819@exemplo.com.br,2025-12-09
aac5c469-373e-4309-953f-c856eed6f221,Fernando Araújo,1955-05-31,627.076.945-55,21358-479,Novaes de Cunha,RN,Brasil,F,31 2419-5376,62707694555@exemplo.com.br,2024-06-05
c94137e6-7a19-446d-915d-98ba658c3074,Isabelly Abreu,1938-09-13,702.188.729-20,30170-126,Fernandes,AP,Brasil,F,61 4807-7268,70218872920@exemplo.com.br,2025-07-29
bc799a4d-2843-4ac8-b424-1440ee6f3059,Thales Vargas,1980-01-31,867.148.887-99,48699-141,Duarte do Sul,SC,Brasil,F,(031) 5159-9346,86714888799@exemplo.com.br,2025-12-12
5b732268-6ad0-4b99-a579-e94e9ed67832,Alexia Freitas,1991-04-20,556.658.813-04,67238-180,Silva da Prata,SE,Brasil,M,+55 (061) 8991 7414,55665881304@exemplo.com.br,2026-05-17
8bf18da6-01ae-4913-b436-1ecd86b4bd25,Lucas Gabriel da Luz,1939-08-29,698.725.268-23,20069689,Azevedo dos Dourados,SP,Brasil,F,(051) 0499 4383,69872526823@exemplo.com.br,2024-08-30
d47656c8-c329-46a9-b485-e12f028ba27a,Juliana Cassiano,1977-01-22,872.013.883-29,39688-255,Moreira,RR,Brasil,F,(021) 9295 7576,87201388329@exemplo.com.br,2024-07-22
12e837d1-dc01-4898-9439-b4991c9fb101,Isis Rezende,1968-10-10,562.669.766-88,68265389,Teixeira dos Dourados,AM,Brasil,F,84 2889-4200,56266976688@exemplo.com.br,2024-12-19
a275d411-b54b-4d5e-9417-def42e73a955,Nicolas Costela,2005-12-03,210.222.045-84,95183855,Alves do Oeste,RN,Brasil,F,0900-807-5521,21022204584@exemplo.com.br,2024-11-26
e191914b-b254-4ac9-aa26-17033d9a0dec,Cauã Pires,1965-08-07,214.468.623-10,42627983,Rios,SE,Brasil,M,(071) 5584-5862,21446862310@exemplo.com.br,2025-01-08
f11e211b-0ecc-404c-88f5-491cab822cf6,Josué da Rocha,1992-12-29,486.195.577-12,59720-331,Câmara de Casa Grande,RS,Brasil,F,+55 (031) 3996-5336,48619557712@exemplo.com.br,2025-05-27
45edd17f-43fb-44d0-bde3-802cd5c33ab2,Enzo Cardoso,1939-06-08,596.001.074-40,07922-554,Cavalcanti de Duarte,RS,Brasil,M,84 0452-2805,59600107440@exemplo.com.br,2025-12-29
3c0473df-9237-41b3-ad0a-7dd8dbf9a0fe,Srta. Ana Luiza Dias,1987-12-26,027.295.647-47,66067-461,Vieira dos Dourados,PI,Brasil,M,81 1655-5809,02729564747@exemplo.com.br,2026-03-27
120da68d-0bf8-4ec3-a676-cb347cb14da2,Melissa Lopes,1936-05-12,654.341.988-54,29295-064,Caldeira do Galho,SE,Brasil,M,+55 71 0394 3110,65434198854@exemplo.com.br,2025-03-17
169c75ce-cb1d-4d46-8a5b-eea3e0e41873,Bento Barros,1956-03-14,323.177.914-36,74685-712,Rios da Mata,GO,Brasil,M,84 0747-4708,32317791436@exemplo.com.br,2024-12-05
4b761f01-e1c8-41d8-a379-210f9266a2e3,Dra. Ana Carolina Teixeira,1969-05-01,860.209.659-81,94022-721,da Costa,AC,Brasil,M,+55 31 7873-1335,86020965981@exemplo.com.br,2025-09-10
ec14b9b2-1603-4032-8149-b5f0bb43ca87,Aurora Gonçalves,1974-08-06,409.479.495-40,59678-028,Peixoto,PB,Brasil,M,71 0554-9850,40947949540@exemplo.com.br,2026-03-17
18fed7ce-a91e-4f37-9349-af3ee8c84854,João Marques,1985-10-19,885.411.248-89,85905-316,Sá da Mata,CE,Brasil,M,0900-490-7434,88541124889@exemplo.com.br,2026-02-26
f92fda3e-c133-4747-95b6-ba6126a4e5db,Sra. Isabella da Rosa,1995-06-14,136.417.908-00,21864814,Vasconcelos,ES,Brasil,F,0300-514-8569,13641790800@exemplo.com.br,2025-06-19
6cf4312a-e91d-4d27-b49f-c06c19a1ba9e,Luiz Gustavo Pereira,2000-07-18,048.460.131-37,92882649,Farias de Casa Grande,RJ,Brasil,M,61 8088 2075,04846013137@exemplo.com.br,2024-10-09
60561c9e-06ca-418f-bc8e-22fea32564e6,Ravi Lucca Aparecida,1975-05-02,024.159.066-74,75060619,Vasconcelos de Martins,MS,Brasil,F,+55 (041) 3443 4290,02415906674@exemplo.com.br,2025-06-30
b7738097-29a0-4bb8-ae4d-3a83f3473819,Elisa Pacheco,1938-07-02,770.887.317-94,48195-894,da Rocha do Amparo,RJ,Brasil,M,+55 (011) 5383-1423,77088731794@exemplo.com.br,2025-05-01
0cd98762-fbf4-4471-a549-63e8e39d2ab4,Maria Helena Mendonça,1988-11-01,126.683.286-44,63291-465,Mendonça,SE,Brasil,M,11 3343-1230,12668328644@exemplo.com.br,2026-03-22
5c046e79-98d6-4ce4-be0b-ddd9c848005f,Sra. Clara Brito,1948-01-16,035.534.380-18,79492725,Farias,PB,Brasil,M,(084) 4498 0825,03553438018@exemplo.com.br,2026-05-06
ced16bd9-918c-4e2f-b1fd-a03f95a1aa1b,José Pedro Caldeira,1997-12-10,544.504.892-69,23421552,Pacheco,MG,Brasil,M,+55 (081) 6099 7967,54450489269@exemplo.com.br,2024-12-08
5baea168-a9b5-44d4-9ea3-774a663bc82b,Benicio Moraes,1978-06-07,559.820.513-39,40966902,Albuquerque do Galho,ES,Brasil,F,+55 84 7085-3327,55982051339@exemplo.com.br,2024-07-02
4bac840f-f35e-40eb-bcaa-d070b033457e,Danilo Novaes,1958-03-07,802.920.602-35,35588819,Cunha,AP,Brasil,M,61 3985 1776,80292060235@exemplo.com.br,2025-02-06
e707667b-5419-4e69-9cca-c359758009fa,Aurora das Neves,1970-06-27,889.877.515-88,94237-103,Ribeiro da Mata,MS,Brasil,M,31 7906-8911,88987751588@exemplo.com.br,2025-11-30
e1d80cca-1057-4247-a3a9-07ba451a7cf4,Alice Melo,1954-05-11,134.137.159-28,85094-137,Vargas,CE,Brasil,M,+55 11 8528 3467,13413715928@exemplo.com.br,2024-10-27
56655d19-a460-4b14-aa0c-0cdc1e46f80b,Nicolas Siqueira,1957-10-14,705.435.150-76,76766-965,Sales Paulista,TO,Brasil,F,+55 (031) 7928-8286,70543515076@exemplo.com.br,2025-04-01
5ef802e1-3f88-48e3-a6d7-8ceea7f30092,Milena Sampaio,2007-01-18,945.320.558-16,51055-495,Cardoso de da Luz,PB,Brasil,F,+55 (011) 7967-8296,94532055816@exemplo.com.br,2025-02-04
2d43cddc-96a1-4f2c-9ded-37bffd7f2a73,Fernanda Ramos,1979-05-10,729.496.605-32,01046-490,Novais Paulista,GO,Brasil,F,+55 (041) 7297-9010,72949660532@exemplo.com.br,2024-09-17
5654906f-9a45-4b48-8d0f-9b1e9e32ee00,Dr. João Gabriel Leão,1996-01-17,673.755.440-41,92180-484,da Rosa do Oeste,AM,Brasil,M,61 7995 1909,67375544041@exemplo.com.br,2024-11-13
160ae9b4-f126-43ca-969e-09cb1b1f2c4a,Alexia Aparecida,1978-07-03,574.487.250-71,20170-833,Nunes de da Rocha,SE,Brasil,F,(031) 5088-9126,57448725071@exemplo.com.br,2026-03-10
1ea4bee8-c77f-4440-b460-a0731c90e958,Cecília da Cruz,1977-09-18,201.972.282-62,42470526,Rodrigues das Pedras,PA,Brasil,F,+55 (031) 2348-5876,20197228262@exemplo.com.br,2025-10-20
f169640b-9b12-4b7e-9688-a8b680f8724e,Dr. José Miguel Castro,1989-09-10,185.958.752-46,87534-708,Castro do Amparo,SC,Brasil,M,(041) 6431-9040,18595875246@exemplo.com.br,2025-05-10
cea193e6-04f4-4ca2-a9fe-07cb21088642,Dr. Felipe Ramos,2007-06-30,366.058.079-45,95049926,Nascimento do Norte,ES,Brasil,M,+55 84 8571-2604,36605807945@exemplo.com.br,2024-07-05
c322bebd-8035-4c22-a00b-d811dec2a973,Enzo Barbosa,1947-05-17,120.426.764-12,00190375,Cavalcanti do Norte,AM,Brasil,F,+55 71 8531 9038,12042676412@exemplo.com.br,2025-04-07
1270291d-1098-45f7-9a2f-c2b30ba74cbe,Dra. Fernanda Caldeira,1973-01-26,694.669.503-19,64184-975,Costela,ES,Brasil,M,31 6076 1991,69466950319@exemplo.com.br,2025-09-18
e86fd4f2-89cf-4132-9128-2edcd28a9b62,Luiz Fernando Barros,1959-04-20,465.003.529-08,18773-090,Cunha Grande,MT,Brasil,M,+55 61 9137-4532,46500352908@exemplo.com.br,2025-08-14
dc03f9e2-5a64-448d-a93f-0e9efa107769,João Vitor Nascimento,2000-07-25,780.297.772-50,86502-779,Fogaça do Galho,AL,Brasil,M,41 7284 7457,78029777250@exemplo.com.br,2024-08-09
4dfc6cbd-6bf8-41b9-bdb3-16738cb49be3,Isabela Monteiro,1994-04-19,126.600.670-00,94118-965,Ramos de Lopes,AC,Brasil,M,+55 (041) 8171-1692,12660067000@exemplo.com.br,2025-01-26
cb39654e-7130-4b86-a7d2-7350b3ef2b3c,Raquel da Mota,1978-05-26,065.901.057-98,46214-228,Moraes da Mata,SE,Brasil,F,+55 71 6691 0648,06590105798@exemplo.com.br,2025-03-13
8d306ceb-b30f-44c8-a377-1765fb68572e,Srta. Ísis Vieira,1949-09-25,826.757.316-80,80482718,Siqueira,DF,Brasil,M,84 7546-6181,82675731680@exemplo.com.br,2024-09-05
74ee1a8e-d3e6-48a5-a506-96cb421b5999,Lucca Vasconcelos,1979-10-14,082.154.201-68,19505067,Pastor de Goiás,AC,Brasil,M,+55 (021) 8331-8427,08215420168@exemplo.com.br,2026-02-05
8d9e2df1-3c7f-4110-909d-642e09a61650,Rodrigo Albuquerque,1975-10-17,663.515.197-78,72791-478,Pinto dos Dourados,PA,Brasil,F,+55 11 4734 9223,66351519778@exemplo.com.br,2026-03-15
b09c865d-3e5a-468b-b4f9-23f9785ed4f5,Luísa Duarte,2003-09-17,003.446.122-62,78983-108,Nascimento,PB,Brasil,M,11 9676-3497,00344612262@exemplo.com.br,2024-11-27
ba257c8c-eed1-49ed-b24a-342b50a76ae7,Davi Lucas Pereira,2000-05-30,150.600.699-51,24251-202,Casa Grande de Nunes,ES,Brasil,F,71 6720-0119,15060069951@exemplo.com.br,2026-06-01
37f4248c-0072-4a72-b7f1-2e7f9f846b42,Henry Borges,1994-12-31,179.386.262-34,96744-493,Costela do Campo,MA,Brasil,M,0500 808 2038,17938626234@exemplo.com.br,2026-03-11
